order_id,order_date,origin,destination,carrier,weight,volume,requested_delivery_date,actual_delivery_date,lead_time_days
566,2023-12-09,FactoryB,DC5,CarrierX,65.14,0.652,2023-12-13,2023-12-16,7
567,2023-09-06,FactoryA,DC4,CarrierY,126.76,2.165,2023-09-17,2023-09-22,16
568,2023-12-10,FactoryD,DC1,CarrierY,43.91,0.253,2023-12-29,2024-01-07,28
569,2022-11-02,FactoryB,DC4,CarrierX,103.94,0.664,2022-11-14,2022-11-22,20
570,2023-11-09,FactoryD,DC2,CarrierX,75.26,0.404,2023-11-21,2023-11-30,21
571,2023-11-19,FactoryC,DC3,CarrierX,11.56,0.204,2023-12-04,2023-12-06,17
572,2023-11-01,FactoryD,DC5,CarrierY,83.03,0.354,2023-11-13,2023-11-20,19
573,2023-04-14,FactoryB,DC2,CarrierY,155.96,0.907,2023-04-22,2023-04-27,13
574,2023-08-16,FactoryC,DC3,CarrierW,62.62,0.643,2023-08-25,2023-08-29,13
575,2022-10-28,FactoryA,DC2,CarrierZ,167.01,0.668,2022-11-05,2022-11-08,11
576,2023-07-12,FactoryB,DC3,CarrierY,154.24,0.873,2023-07-22,2023-07-29,17
577,2022-10-08,FactoryB,DC2,CarrierY,96.15,0.336,2022-10-17,2022-10-20,12
578,2022-06-12,FactoryD,DC1,CarrierY,66.84,0.284,2022-06-27,2022-07-04,22
579,2022-05-06,FactoryD,DC4,CarrierX,99.27,0.556,2022-05-17,2022-05-21,15
580,2023-03-21,FactoryA,DC2,CarrierY,97.77,0.376,2023-04-08,2023-04-11,21
581,2022-07-24,FactoryA,DC2,CarrierZ,14.5,0.05,2022-08-01,2022-08-07,14
582,2022-02-02,FactoryD,DC4,CarrierY,41.7,0.356,2022-02-14,2022-02-16,14
583,2023-09-15,FactoryD,DC5,CarrierZ,120.94,0.561,2023-09-24,2023-09-26,11
584,2022-11-16,FactoryB,DC5,CarrierX,62.51,0.387,2022-11-24,2022-11-28,12
585,2023-08-28,FactoryA,DC5,CarrierW,141.91,2.183,2023-09-10,2023-09-14,17
586,2023-07-10,FactoryC,DC3,CarrierX,30.74,0.106,2023-07-17,2023-07-22,12
587,2022-03-27,FactoryC,DC5,CarrierZ,50.11,0.225,2022-04-07,2022-04-09,13
588,2023-11-20,FactoryD,DC5,CarrierZ,43.5,0.509,2023-12-05,2023-12-11,21
589,2023-02-12,FactoryB,DC2,CarrierY,169.77,0.648,2023-02-19,2023-02-28,16
590,2023-08-04,FactoryC,DC3,CarrierX,17.82,0.122,2023-08-17,2023-08-19,15
591,2022-10-01,FactoryC,DC5,CarrierX,149.12,1.055,2022-10-16,2022-10-26,25
592,2023-05-11,FactoryB,DC3,CarrierW,22.31,0.202,2023-05-21,2023-05-26,15
593,2022-11-21,FactoryB,DC1,CarrierY,99.71,0.788,2022-11-28,2022-12-07,16
594,2023-04-28,FactoryD,DC5,CarrierZ,50.93,0.208,2023-05-04,2023-05-11,13
595,2022-07-28,FactoryB,DC5,CarrierZ,113.56,0.578,2022-08-11,2022-08-21,24
596,2022-12-24,FactoryB,DC3,CarrierY,52.22,0.232,2023-01-02,2023-01-12,19
597,2022-10-30,FactoryC,DC3,CarrierX,126.02,1.803,2022-11-02,2022-11-06,7
598,2023-05-09,FactoryA,DC1,CarrierY,136.82,0.832,2023-05-24,2023-05-28,19
599,2023-04-06,FactoryB,DC1,CarrierX,100.69,1.84,2023-04-23,2023-05-01,25
600,2022-09-18,FactoryD,DC5,CarrierX,123.57,0.598,2022-09-28,2022-10-04,16
601,2023-09-19,FactoryA,DC4,CarrierX,176.04,0.738,2023-10-07,2023-10-09,20
602,2022-11-05,FactoryC,DC2,CarrierY,62.42,0.744,2022-11-21,2022-11-29,24
603,2022-06-09,FactoryD,DC1,CarrierX,11.85,0.083,2022-06-22,2022-06-27,18
604,2022-12-31,FactoryA,DC3,CarrierZ,198.85,1.107,2023-01-18,2023-01-20,20
605,2023-12-05,FactoryB,DC5,CarrierX,111.89,0.921,2023-12-19,2023-12-28,23
606,2023-04-29,FactoryA,DC1,CarrierY,26.7,0.298,2023-05-07,2023-05-09,10
607,2023-05-17,FactoryB,DC4,CarrierX,37.08,0.144,2023-05-23,2023-05-29,12
608,2022-04-22,FactoryB,DC5,CarrierZ,56.37,0.276,2022-05-04,2022-05-06,14
609,2023-08-23,FactoryA,DC5,CarrierW,94.47,0.961,2023-08-30,2023-09-02,10
610,2022-09-28,FactoryD,DC5,CarrierZ,136.83,2.445,2022-10-02,2022-10-10,12
611,2022-12-04,FactoryD,DC2,CarrierX,171.85,0.828,2022-12-18,2022-12-28,24
612,2022-08-02,FactoryD,DC4,CarrierX,163.46,0.655,2022-08-14,2022-08-23,21
613,2022-03-06,FactoryA,DC1,CarrierX,172.28,1.682,2022-03-16,2022-03-25,19
614,2022-04-23,FactoryD,DC5,CarrierZ,92.57,0.638,2022-05-10,2022-05-20,27
615,2022-10-16,FactoryC,DC2,CarrierX,180.66,0.804,2022-11-01,2022-11-04,19
616,2023-11-06,FactoryB,DC4,CarrierX,181.62,0.866,2023-11-16,2023-11-22,16
617,2023-10-12,FactoryC,DC2,CarrierW,187.76,1.457,2023-10-19,2023-10-26,14
618,2023-01-26,FactoryC,DC5,CarrierW,152.26,1.016,2023-02-05,2023-02-12,17
619,2022-12-07,FactoryA,DC4,CarrierX,186.57,2.236,2022-12-17,2022-12-20,13
620,2022-02-18,FactoryC,DC1,CarrierX,117.02,1.838,2022-03-05,2022-03-08,18
621,2023-12-27,FactoryA,DC4,CarrierX,24.07,0.299,2024-01-11,2024-01-20,24
622,2022-12-08,FactoryD,DC5,CarrierZ,54.68,0.286,2022-12-15,2022-12-22,14
623,2023-07-22,FactoryB,DC4,CarrierY,139.36,1.541,2023-08-05,2023-08-10,19
624,2023-05-03,FactoryB,DC2,CarrierY,43.63,0.151,2023-05-08,2023-05-15,12
625,2023-08-24,FactoryB,DC2,CarrierZ,123.27,0.975,2023-09-07,2023-09-15,22
626,2022-03-15,FactoryD,DC5,CarrierZ,150.16,1.868,2022-03-18,2022-03-23,8
627,2023-11-03,FactoryD,DC3,CarrierZ,126.99,0.971,2023-11-10,2023-11-12,9
628,2022-04-24,FactoryC,DC5,CarrierY,126.67,0.433,2022-04-29,2022-05-04,10
629,2023-01-22,FactoryB,DC5,CarrierX,44.2,0.408,2023-02-02,2023-02-06,15
630,2023-09-20,FactoryC,DC1,CarrierX,14.31,0.093,2023-09-24,2023-10-01,11
631,2022-06-22,FactoryA,DC3,CarrierX,64.09,0.216,2022-07-10,2022-07-18,26
632,2023-02-05,FactoryA,DC4,CarrierX,12.36,0.092,2023-02-18,2023-02-21,16
633,2022-06-02,FactoryB,DC2,CarrierX,2.69,0.013,2022-06-18,2022-06-24,22
634,2022-04-11,FactoryD,DC2,CarrierY,193.84,0.869,2022-04-22,2022-04-27,16
635,2023-02-14,FactoryA,DC5,CarrierW,144.94,0.713,2023-02-18,2023-02-27,13
636,2023-12-22,FactoryC,DC3,CarrierX,60.3,0.454,2024-01-02,2024-01-10,19
637,2022-08-22,FactoryB,DC4,CarrierY,35.65,0.464,2022-09-08,2022-09-18,27
638,2023-08-17,FactoryA,DC4,CarrierW,74.99,0.269,2023-09-01,2023-09-04,18
639,2022-02-24,FactoryC,DC5,CarrierZ,87.39,1.198,2022-03-05,2022-03-10,14
640,2023-09-04,FactoryA,DC1,CarrierX,40.62,0.181,2023-09-08,2023-09-18,14
641,2023-07-29,FactoryA,DC1,CarrierZ,134.27,0.93,2023-08-13,2023-08-16,18
642,2023-02-24,FactoryB,DC3,CarrierZ,103.62,0.495,2023-03-08,2023-03-11,15
643,2023-12-29,FactoryD,DC3,CarrierW,23.87,0.096,2024-01-12,2024-01-17,19
644,2023-12-01,FactoryA,DC1,CarrierX,83.05,0.292,2023-12-17,2023-12-22,21
645,2022-01-19,FactoryB,DC4,CarrierX,93.04,0.454,2022-01-29,2022-02-04,16
646,2022-03-27,FactoryD,DC2,CarrierY,146.59,0.816,2022-04-12,2022-04-19,23
647,2022-06-02,FactoryD,DC1,CarrierY,17.56,0.165,2022-06-16,2022-06-25,23
648,2022-04-23,FactoryA,DC5,CarrierZ,37.05,0.191,2022-05-11,2022-05-19,26
649,2022-01-28,FactoryC,DC1,CarrierY,140.51,1.034,2022-02-07,2022-02-22,25
650,2022-08-17,FactoryD,DC4,CarrierX,117.43,0.518,2022-09-05,2022-09-12,26
651,2022-03-16,FactoryB,DC4,CarrierX,145.97,1.064,2022-04-02,2022-04-04,19
652,2023-07-22,FactoryA,DC1,CarrierY,131.35,1.267,2023-07-31,2023-08-06,15
653,2023-09-14,FactoryA,DC5,CarrierX,154.98,0.752,2023-09-25,2023-10-04,20
654,2022-12-30,FactoryC,DC2,CarrierY,57.26,1.055,2023-01-14,2023-01-24,25
655,2022-02-02,FactoryB,DC1,CarrierX,191.74,3.007,2022-02-16,2022-02-24,22
656,2023-10-28,FactoryD,DC2,CarrierY,139.34,0.614,2023-11-13,2023-11-18,21
657,2023-03-14,FactoryC,DC2,CarrierY,87.55,0.577,2023-03-28,2023-04-01,18
658,2022-05-31,FactoryA,DC4,CarrierW,144.75,0.672,2022-06-18,2022-06-22,22
659,2023-04-22,FactoryC,DC2,CarrierX,83.33,1.066,2023-05-03,2023-05-06,14
660,2022-06-28,FactoryA,DC4,CarrierX,161.53,2.263,2022-07-08,2022-07-15,17
661,2023-08-04,FactoryA,DC2,CarrierX,11.35,0.067,2023-08-11,2023-08-17,13
662,2023-10-01,FactoryB,DC1,CarrierW,52.38,0.547,2023-10-08,2023-10-11,10
663,2023-08-21,FactoryB,DC4,CarrierX,119.7,0.916,2023-08-25,2023-09-03,13
664,2022-09-06,FactoryA,DC5,CarrierY,184.81,0.8,2022-09-22,2022-09-24,18
665,2022-01-18,FactoryC,DC1,CarrierZ,171.23,0.7,2022-01-29,2022-02-06,19
666,2023-02-14,FactoryA,DC2,CarrierX,152.84,2.548,2023-02-23,2023-03-02,16
667,2023-11-17,FactoryD,DC3,CarrierZ,184.03,2.259,2023-11-30,2023-12-05,18
668,2023-02-18,FactoryC,DC2,CarrierX,174.35,1.358,2023-02-27,2023-03-06,16
669,2022-06-21,FactoryB,DC2,CarrierY,61.28,0.211,2022-07-04,2022-07-14,23
670,2023-07-19,FactoryC,DC3,CarrierY,97.24,1.244,2023-08-03,2023-08-08,20
671,2023-02-19,FactoryC,DC2,CarrierY,63.63,0.219,2023-03-04,2023-03-14,23
672,2022-07-08,FactoryC,DC2,CarrierX,28.8,0.323,2022-07-19,2022-07-22,14
673,2022-06-22,FactoryD,DC3,CarrierX,80.97,0.315,2022-07-02,2022-07-11,19
674,2022-02-14,FactoryD,DC1,CarrierX,115.98,1.458,2022-02-25,2022-03-05,19
675,2023-08-16,FactoryB,DC1,CarrierX,109.42,1.629,2023-08-22,2023-08-24,8
676,2023-10-11,FactoryB,DC2,CarrierX,163.21,0.665,2023-10-18,2023-10-26,15
677,2022-10-22,FactoryB,DC4,CarrierZ,20.27,0.314,2022-11-05,2022-11-15,24
678,2022-12-21,FactoryD,DC2,CarrierX,18.42,0.07,2022-12-31,2023-01-02,12
679,2022-03-24,FactoryB,DC3,CarrierX,52.39,0.199,2022-04-01,2022-04-09,16
680,2023-08-04,FactoryB,DC1,CarrierY,163.12,1.009,2023-08-19,2023-08-21,17
681,2022-05-08,FactoryC,DC3,CarrierX,65.12,0.491,2022-05-25,2022-05-28,20
682,2022-01-02,FactoryC,DC4,CarrierX,86.18,0.554,2022-01-11,2022-01-14,12
683,2022-12-05,FactoryA,DC3,CarrierX,100.29,0.472,2022-12-13,2022-12-19,14
684,2022-11-01,FactoryC,DC2,CarrierX,38.52,0.23,2022-11-15,2022-11-23,22
685,2022-07-25,FactoryB,DC4,CarrierW,106.42,0.579,2022-08-07,2022-08-15,21
686,2022-06-05,FactoryA,DC4,CarrierX,141.63,0.508,2022-06-14,2022-06-23,18
687,2022-08-19,FactoryB,DC3,CarrierX,188.7,1.13,2022-08-26,2022-09-04,16
688,2022-07-15,FactoryD,DC2,CarrierX,38.27,0.504,2022-07-25,2022-08-02,18
689,2023-10-29,FactoryA,DC4,CarrierZ,21.75,0.075,2023-11-11,2023-11-24,26
690,2023-12-31,FactoryB,DC1,CarrierZ,56.15,0.635,2024-01-12,2024-01-16,16
691,2023-02-05,FactoryD,DC5,CarrierZ,178.83,0.97,2023-02-18,2023-02-28,23
692,2023-03-15,FactoryD,DC1,CarrierZ,37.29,0.353,2023-04-02,2023-04-11,27
693,2023-07-06,FactoryB,DC3,CarrierY,105.26,1.013,2023-07-12,2023-07-18,12
694,2023-12-27,FactoryC,DC2,CarrierY,176.02,1.145,2024-01-07,2024-01-11,15
695,2023-01-16,FactoryC,DC5,CarrierX,61.13,0.205,2023-01-27,2023-02-05,20
696,2023-03-26,FactoryC,DC2,CarrierX,182.39,2.825,2023-04-08,2023-04-20,25
697,2022-07-16,FactoryA,DC5,CarrierX,27.97,0.095,2022-07-30,2022-08-07,22
698,2022-06-12,FactoryB,DC2,CarrierX,176.1,1.848,2022-06-23,2022-06-28,16
699,2023-06-18,FactoryB,DC1,CarrierX,11.99,0.042,2023-07-05,2023-07-19,31
700,2022-07-31,FactoryC,DC1,CarrierZ,190.68,1.086,2022-08-18,2022-08-21,21
701,2022-05-17,FactoryC,DC3,CarrierZ,157.98,0.821,2022-06-03,2022-06-07,21
702,2022-07-19,FactoryB,DC1,CarrierX,28.82,0.151,2022-07-29,2022-08-08,20
703,2023-07-07,FactoryC,DC2,CarrierX,10.46,0.208,2023-07-18,2023-07-24,17
704,2023-12-13,FactoryD,DC5,CarrierX,24.5,0.257,2023-12-25,2024-01-01,19
705,2023-11-29,FactoryC,DC3,CarrierZ,88.08,0.573,2023-12-08,2023-12-25,26
706,2023-08-19,FactoryA,DC2,CarrierW,67.11,0.282,2023-08-26,2023-09-02,14
707,2023-12-05,FactoryC,DC2,CarrierY,161.31,2.4,2023-12-22,2023-12-27,22
708,2023-05-25,FactoryD,DC4,CarrierY,57.4,0.323,2023-06-05,2023-06-08,14
709,2022-01-17,FactoryA,DC2,CarrierX,141.29,1.44,2022-02-05,2022-02-11,25
710,2023-11-02,FactoryB,DC1,CarrierY,25.21,0.101,2023-11-21,2023-11-23,21
711,2022-03-15,FactoryC,DC3,CarrierX,59.65,0.225,2022-03-23,2022-04-02,18
712,2022-04-02,FactoryC,DC2,CarrierY,23.34,0.193,2022-04-13,2022-04-19,17
713,2022-10-15,FactoryB,DC4,CarrierX,74.56,0.431,2022-10-30,2022-11-07,23
714,2022-08-24,FactoryD,DC3,CarrierZ,121.11,0.406,2022-09-06,2022-09-11,18
715,2022-07-19,FactoryD,DC2,CarrierX,94.13,1.092,2022-07-27,2022-08-06,18
716,2023-09-13,FactoryB,DC2,CarrierY,4.85,0.022,2023-09-22,2023-09-29,16
717,2023-04-13,FactoryD,DC5,CarrierY,134.1,0.647,2023-04-29,2023-05-05,22
718,2022-09-14,FactoryD,DC1,CarrierX,184.42,1.995,2022-09-22,2022-10-01,17
719,2023-06-22,FactoryC,DC2,CarrierX,17.64,0.114,2023-07-06,2023-07-16,24
720,2022-08-06,FactoryD,DC1,CarrierX,85.04,0.652,2022-08-22,2022-08-28,22
721,2023-11-22,FactoryD,DC5,CarrierX,177.04,1.285,2023-12-05,2023-12-14,22
722,2022-08-18,FactoryA,DC5,CarrierW,137.88,0.655,2022-08-28,2022-09-05,18
723,2023-07-29,FactoryD,DC2,CarrierY,132.13,1.533,2023-08-15,2023-08-18,20
724,2023-05-11,FactoryB,DC3,CarrierW,35.17,0.477,2023-05-24,2023-05-26,15
725,2022-02-27,FactoryC,DC1,CarrierZ,184.97,0.808,2022-03-04,2022-03-08,9
726,2023-09-14,FactoryD,DC5,CarrierX,73.98,0.892,2023-09-24,2023-10-02,18
727,2023-10-24,FactoryC,DC1,CarrierY,135.3,0.795,2023-11-04,2023-11-10,17
728,2022-08-13,FactoryC,DC1,CarrierX,22.12,0.199,2022-08-21,2022-08-28,15
729,2023-05-02,FactoryD,DC2,CarrierX,105.51,0.781,2023-05-09,2023-05-17,15
730,2023-01-29,FactoryA,DC3,CarrierY,137.16,0.659,2023-02-15,2023-02-23,25
731,2022-06-05,FactoryD,DC3,CarrierX,67.92,0.252,2022-06-14,2022-06-22,17
732,2022-01-25,FactoryA,DC2,CarrierX,34.15,0.195,2022-02-04,2022-02-06,12
733,2022-01-02,FactoryA,DC3,CarrierY,108.93,0.859,2022-01-13,2022-01-20,18
734,2022-01-17,FactoryB,DC1,CarrierZ,169.71,2.68,2022-01-28,2022-02-02,16
735,2023-12-24,FactoryC,DC1,CarrierW,168.09,0.649,2023-12-30,2024-01-05,12
736,2022-03-07,FactoryC,DC5,CarrierX,180.14,0.897,2022-03-18,2022-03-22,15
737,2023-06-25,FactoryA,DC4,CarrierZ,14.49,0.105,2023-07-09,2023-07-11,16
738,2022-11-23,FactoryA,DC5,CarrierX,199.63,0.851,2022-12-07,2022-12-10,17
739,2023-11-05,FactoryD,DC4,CarrierX,161.4,0.546,2023-11-14,2023-11-22,17
740,2022-07-24,FactoryC,DC4,CarrierX,112.35,0.492,2022-07-29,2022-08-08,15
741,2023-01-30,FactoryD,DC1,CarrierZ,38.13,0.165,2023-02-09,2023-02-11,12
742,2022-12-18,FactoryD,DC3,CarrierY,167.91,0.832,2022-12-30,2023-01-12,25
743,2023-05-05,FactoryA,DC3,CarrierZ,21.42,0.149,2023-05-17,2023-05-22,17
744,2023-01-18,FactoryC,DC4,CarrierX,161.38,1.517,2023-01-29,2023-02-06,19
745,2023-02-18,FactoryC,DC4,CarrierZ,140.85,1.411,2023-03-02,2023-03-06,16
746,2023-11-28,FactoryA,DC2,CarrierZ,81.57,0.314,2023-12-13,2023-12-22,24
747,2022-12-16,FactoryB,DC1,CarrierY,121.12,0.832,2022-12-28,2022-12-30,14
748,2023-06-24,FactoryC,DC1,CarrierW,128.0,1.102,2023-07-01,2023-07-09,15
749,2023-03-12,FactoryD,DC3,CarrierY,37.32,0.179,2023-03-23,2023-03-28,16
750,2022-12-15,FactoryD,DC4,CarrierW,5.75,0.02,2022-12-24,2022-12-29,14
751,2022-10-22,FactoryD,DC3,CarrierZ,123.47,1.45,2022-11-02,2022-11-06,15
752,2022-03-25,FactoryC,DC4,CarrierY,19.77,0.278,2022-04-12,2022-04-21,27
753,2022-04-12,FactoryD,DC2,CarrierZ,68.15,1.221,2022-04-19,2022-04-21,9
754,2023-12-21,FactoryD,DC5,CarrierX,110.89,0.449,2024-01-07,2024-01-11,21
755,2022-05-14,FactoryB,DC1,CarrierX,154.68,0.832,2022-05-20,2022-05-27,13
756,2022-12-27,FactoryA,DC3,CarrierX,65.73,0.36,2023-01-11,2023-01-20,24
757,2023-11-11,FactoryC,DC2,CarrierZ,118.21,0.433,2023-11-28,2023-12-06,25
758,2023-09-03,FactoryB,DC3,CarrierZ,125.05,0.906,2023-09-18,2023-09-20,17
759,2023-09-04,FactoryC,DC2,CarrierX,104.02,0.622,2023-09-09,2023-09-17,13
760,2023-03-05,FactoryB,DC2,CarrierX,12.86,0.056,2023-03-18,2023-03-28,23
761,2023-05-16,FactoryA,DC2,CarrierX,14.96,0.051,2023-05-23,2023-05-28,12
762,2023-04-15,FactoryB,DC2,CarrierZ,189.05,0.8,2023-04-29,2023-05-07,22
763,2022-05-02,FactoryD,DC2,CarrierZ,84.6,0.292,2022-05-12,2022-05-22,20
764,2022-01-21,FactoryA,DC5,CarrierY,185.53,1.336,2022-02-07,2022-02-11,21
765,2022-12-27,FactoryB,DC2,CarrierX,190.3,1.087,2023-01-11,2023-01-21,25
766,2022-11-07,FactoryC,DC3,CarrierY,38.58,0.291,2022-11-16,2022-11-19,12
767,2023-08-16,FactoryB,DC2,CarrierY,155.82,0.903,2023-08-31,2023-09-02,17
768,2022-02-13,FactoryB,DC3,CarrierX,16.75,0.127,2022-02-19,2022-02-24,11
769,2023-05-17,FactoryA,DC3,CarrierY,182.88,2.692,2023-06-02,2023-06-10,24
770,2022-04-30,FactoryC,DC4,CarrierX,96.12,0.337,2022-05-10,2022-05-14,14
771,2023-12-22,FactoryB,DC5,CarrierY,44.88,0.232,2024-01-05,2024-01-13,22
772,2023-04-27,FactoryC,DC2,CarrierX,38.47,0.344,2023-05-09,2023-05-18,21
773,2022-02-27,FactoryB,DC2,CarrierX,196.16,1.212,2022-03-16,2022-03-24,25
774,2023-10-02,FactoryB,DC4,CarrierX,107.59,0.812,2023-10-11,2023-10-13,11
775,2023-11-27,FactoryB,DC3,CarrierZ,28.55,0.114,2023-12-12,2023-12-15,18
776,2023-04-15,FactoryB,DC4,CarrierZ,82.35,0.564,2023-04-29,2023-05-09,24
777,2023-05-20,FactoryB,DC1,CarrierX,34.21,0.227,2023-06-05,2023-06-15,26
778,2022-01-20,FactoryD,DC1,CarrierX,146.87,0.507,2022-01-26,2022-02-06,17
779,2022-08-23,FactoryC,DC4,CarrierZ,151.99,0.942,2022-08-28,2022-08-31,8
780,2022-08-28,FactoryD,DC5,CarrierY,88.63,0.929,2022-09-12,2022-09-20,23
781,2022-05-01,FactoryA,DC3,CarrierY,50.55,0.216,2022-05-13,2022-05-19,18
782,2023-01-24,FactoryB,DC3,CarrierW,16.34,0.137,2023-02-04,2023-02-08,15
783,2023-08-17,FactoryB,DC3,CarrierZ,155.3,1.04,2023-08-28,2023-09-14,28
784,2023-04-18,FactoryA,DC4,CarrierX,137.83,0.793,2023-04-27,2023-05-06,18
785,2023-09-22,FactoryD,DC4,CarrierY,69.27,0.336,2023-09-30,2023-10-05,13
786,2023-11-18,FactoryC,DC5,CarrierY,145.87,0.519,2023-11-27,2023-12-03,15
787,2022-09-08,FactoryA,DC3,CarrierX,110.24,0.564,2022-09-13,2022-09-20,12
788,2023-07-19,FactoryD,DC5,CarrierZ,81.84,0.477,2023-08-01,2023-08-06,18
789,2023-06-03,FactoryC,DC3,CarrierW,48.62,0.212,2023-06-16,2023-06-25,22
790,2023-06-16,FactoryB,DC3,CarrierY,189.64,1.406,2023-06-29,2023-07-01,15
791,2022-08-02,FactoryC,DC5,CarrierZ,81.31,0.307,2022-08-10,2022-08-14,12
792,2022-05-26,FactoryD,DC3,CarrierZ,112.63,0.609,2022-06-10,2022-06-12,17
793,2023-08-09,FactoryB,DC3,CarrierX,14.69,0.08,2023-08-21,2023-08-23,14
794,2022-05-09,FactoryD,DC3,CarrierY,4.88,0.018,2022-05-15,2022-05-19,10
795,2022-10-23,FactoryB,DC2,CarrierX,23.42,0.116,2022-11-03,2022-11-09,17
796,2023-10-10,FactoryC,DC3,CarrierY,54.73,0.816,2023-10-15,2023-10-24,14
797,2022-08-17,FactoryC,DC4,CarrierZ,14.16,0.05,2022-09-01,2022-09-12,26
798,2022-08-15,FactoryB,DC4,CarrierX,156.43,0.745,2022-08-30,2022-09-04,20
799,2022-10-31,FactoryD,DC5,CarrierY,154.21,0.584,2022-11-09,2022-11-13,13
800,2023-02-23,FactoryA,DC3,CarrierX,183.61,1.852,2023-03-11,2023-03-15,20
801,2022-06-25,FactoryA,DC2,CarrierX,34.72,0.319,2022-06-29,2022-07-01,6
802,2022-08-08,FactoryB,DC4,CarrierX,154.3,0.576,2022-08-13,2022-08-16,8
803,2023-12-14,FactoryB,DC5,CarrierX,146.65,0.628,2023-12-23,2023-12-25,11
804,2023-11-20,FactoryB,DC1,CarrierX,84.46,0.354,2023-12-02,2023-12-13,23
805,2023-12-12,FactoryC,DC3,CarrierY,183.57,0.874,2023-12-25,2023-12-28,16
806,2023-03-03,FactoryD,DC3,CarrierX,19.34,0.098,2023-03-12,2023-03-19,16
807,2023-05-29,FactoryC,DC3,CarrierX,150.05,1.253,2023-06-10,2023-06-19,21
808,2023-05-30,FactoryC,DC3,CarrierZ,34.54,0.119,2023-06-14,2023-06-18,19
809,2023-09-18,FactoryD,DC5,CarrierX,144.17,0.581,2023-09-24,2023-10-04,16
810,2022-09-09,FactoryC,DC4,CarrierX,181.87,0.953,2022-09-15,2022-09-21,12
811,2023-03-10,FactoryB,DC5,CarrierY,180.12,2.098,2023-03-19,2023-03-23,13
812,2022-10-28,FactoryD,DC4,CarrierX,140.28,0.635,2022-11-01,2022-11-07,10
813,2022-03-08,FactoryD,DC4,CarrierY,98.94,0.574,2022-03-17,2022-03-26,18
814,2022-11-18,FactoryC,DC1,CarrierY,92.02,1.782,2022-12-02,2022-12-12,24
815,2023-08-02,FactoryA,DC4,CarrierX,71.08,0.594,2023-08-13,2023-08-23,21
816,2023-09-01,FactoryB,DC3,CarrierY,106.87,1.374,2023-09-06,2023-09-14,13
817,2022-12-06,FactoryC,DC3,CarrierX,40.01,0.192,2022-12-23,2022-12-28,22
818,2023-11-21,FactoryA,DC4,CarrierX,120.85,0.514,2023-12-07,2023-12-12,21
819,2023-09-18,FactoryA,DC4,CarrierY,36.52,0.202,2023-09-28,2023-10-06,18
820,2023-11-24,FactoryA,DC4,CarrierY,69.05,0.28,2023-12-10,2023-12-18,24
821,2022-12-01,FactoryC,DC2,CarrierX,12.48,0.078,2022-12-16,2022-12-26,25
822,2022-08-19,FactoryD,DC4,CarrierW,159.72,0.887,2022-08-28,2022-09-11,23
823,2023-08-16,FactoryD,DC5,CarrierZ,142.61,1.396,2023-08-31,2023-09-12,27
824,2023-12-20,FactoryB,DC3,CarrierX,133.86,0.97,2023-12-27,2024-01-06,17
825,2022-06-28,FactoryD,DC1,CarrierX,82.56,1.413,2022-07-06,2022-07-08,10
826,2022-01-19,FactoryC,DC4,CarrierX,8.09,0.075,2022-02-04,2022-02-14,26
827,2023-08-02,FactoryB,DC4,CarrierX,12.54,0.212,2023-08-14,2023-08-21,19
828,2023-10-27,FactoryD,DC4,CarrierX,4.67,0.084,2023-11-07,2023-11-12,16
829,2023-10-13,FactoryD,DC5,CarrierX,96.33,0.354,2023-10-21,2023-10-28,15
830,2023-03-24,FactoryB,DC2,CarrierY,155.61,0.652,2023-03-30,2023-04-09,16
831,2023-04-11,FactoryA,DC2,CarrierX,159.1,0.601,2023-04-17,2023-04-22,11
832,2022-12-30,FactoryB,DC5,CarrierX,3.3,0.02,2023-01-09,2023-01-17,18
833,2022-05-23,FactoryB,DC3,CarrierY,128.86,1.383,2022-06-01,2022-06-10,18
834,2022-09-18,FactoryC,DC5,CarrierX,39.46,0.541,2022-10-02,2022-10-10,22
835,2023-06-01,FactoryB,DC1,CarrierX,178.33,1.034,2023-06-12,2023-06-22,21
836,2022-08-31,FactoryC,DC3,CarrierX,179.58,1.0,2022-09-14,2022-09-17,17
837,2023-12-06,FactoryD,DC4,CarrierY,192.49,2.44,2023-12-15,2023-12-23,17
838,2022-09-02,FactoryD,DC4,CarrierX,130.8,0.584,2022-09-10,2022-09-18,16
839,2023-07-13,FactoryA,DC2,CarrierX,92.8,0.33,2023-07-21,2023-07-27,14
840,2023-05-18,FactoryA,DC4,CarrierX,75.31,0.378,2023-05-24,2023-05-26,8
841,2022-08-02,FactoryB,DC5,CarrierY,68.4,0.379,2022-08-09,2022-08-13,11
842,2022-11-22,FactoryC,DC3,CarrierX,131.58,0.547,2022-12-07,2022-12-12,20
843,2023-04-06,FactoryA,DC1,CarrierY,128.58,0.613,2023-04-15,2023-04-18,12
844,2022-08-30,FactoryB,DC3,CarrierX,52.58,0.602,2022-09-14,2022-09-17,18
845,2022-10-21,FactoryD,DC4,CarrierX,101.33,0.465,2022-11-05,2022-11-14,24
846,2023-05-08,FactoryA,DC1,CarrierY,154.58,1.837,2023-05-26,2023-05-30,22
847,2022-07-23,FactoryD,DC5,CarrierZ,137.84,1.294,2022-08-02,2022-08-10,18
848,2022-11-11,FactoryB,DC3,CarrierZ,7.93,0.029,2022-11-20,2022-11-23,12
